,0,Predictions,Proba
3299,JsanjIgKkl_b6kc4qWC55Q,1,0.9920288920402527
4163,OllL0G9Kh_k1lx-2vrFDXQ,1,0.9919947385787964
6436,qW9UysjJw3y3CwEbzruEEw,1,0.9919213056564331
2041,3wkQh4bxR0Ao6rK21UIBXA,1,0.9918815493583679
1068,aLMStInNBczJKtIJFMlwJA,1,0.9918460249900818
10,-uGyt_hSdjy4obBZRhOmRQ,1,0.9918366074562073
2006,YOMMA4fsL4_SaPaPyA7sFg,1,0.9918163418769836
4924,r8T0cRi0nrePSO-Kscrpdg,1,0.9917140007019043
5044,ESMi3ekzBJuG8V-oaNcK_Q,1,0.9917003512382507
2897,ORyqWl-cCw1NgfMr4NHPxw,1,0.9915972352027893
5012,2LZdhuiDH4RkDHQnHAOcnw,1,0.991584300994873
3050,hQBLiFMHKq7OvsaGCb9AZA,1,0.9914891719818115
888,Gdmig8uYu5Mdfcgn0XsT3Q,1,0.9914891719818115
2750,winRNt7prallDbpaDMS9Ig,1,0.9913512468338013
1130,rellBaGc6G4mgcqSACGL5w,1,0.9913088083267212
5495,2WHP5nhS1rFszfRBKe6fWQ,1,0.9912933707237244
3692,1Duul3qCnLrNak1Np-iHfw,1,0.9912860989570618
4936,jVgtPnzXvZQOCCIUPEBktA,1,0.9912001490592957
4429,UimUu5Q1m2mYEmAvreZQig,1,0.9911749362945557
1179,zKPZZxbSZmPu6IcFZ4YHJQ,1,0.9911612272262573
3057,FX7YsjrfxXkat82yoj9Aeg,1,0.9911555051803589
5191,FYqz-JJPXw3UoxRvvay-Lg,1,0.9911121726036072
2364,jZ9J99onAgRfwa5XeaQGSg,1,0.9911059737205505
3024,trG1k-K6Nq4YKcexa1AGOA,1,0.9910969734191895
2917,uVIbi8prW0_zKkX3Cf0FOQ,1,0.9910401701927185
5386,5lQatU1Kf-W-rUavMjJhfQ,1,0.9910075068473816
4268,swuZvAsztWfd1W4aZIwG1A,1,0.9910051822662354
5431,svFO2sMmHBperOLbxUm1dQ,1,0.9909748435020447
2417,5fkpF0ku7kzqzPv8BoON4A,1,0.990964412689209
1484,rZbHg4ACfN3iShdsT47WKQ,1,0.9909095168113708
4134,2to5b5taseO9zZ9tnQqhlw,1,0.9908499717712402
1378,mhQCxOiqp03qnhGRTtPduw,1,0.990847110748291
1138,_HGheM2jzKEZFqkT4kyViQ,1,0.9908460974693298
1929,gUt-pPUpOVVhaCFC8-E4yQ,1,0.9907962083816528
5469,0CeEgarUoVP2Nq9s1Mn0Aw,1,0.9907461404800415
5396,uBW3PIKqc-_eyG1_vdJn1w,1,0.9907050728797913
1654,VBhgkRUNe9gjc1HpmHA3Zw,1,0.990659773349762
5264,-JL0CWSLkkzFHZXlctnf8A,1,0.9906094074249268
4749,e9I1Z1RofzajO6-s9tKqKw,1,0.9905964136123657
3047,6Tfcr1Hp9eGYFcIpSsCVow,1,0.9905954599380493
5377,fK7ujDbjhRFEe2D7eIwK4w,1,0.9905068874359131
2554,V5QdxePG-pGPXVPHSLLM9A,1,0.9904682040214539
812,5SS69rC8XWvdlD1OHifEEQ,1,0.9904497265815735
1617,exODno12y5GRj0DRzob2Eg,1,0.990394651889801
1750,6md4A90THda31wTg1bB3hg,1,0.9903575778007507
815,IPsG_71MD8pwB9i3TKOJYg,1,0.990342378616333
967,Fj73x68afXtA388ajOe3qw,1,0.9901592135429382
3715,cE99Cjrj2YXSGs4MECb86w,1,0.9901491403579712
5824,Ez2MFsVT5lJZ05yvK_0AXQ,1,0.9901485443115234
130,7SO_rX1F6rQEl-5s3wZxgQ,1,0.9901394248008728
1610,qNoNkF1yJctEs3t40VkX4w,1,0.9900442361831665
4072,guLkdetJ603Bw_A6tuecIg,1,0.9900400042533875
3798,VuFtN8m9nJFge87oAkktUw,1,0.9900252819061279
1217,6svqiMcmS-tolyzsz2S4-Q,1,0.99000084400177
4818,ZhMlXLXuZf5z7lxunHk2ww,1,0.9899551868438721
1240,CMvCbtkcHH9Gp0S3w1_aQA,1,0.9898029565811157
4281,Ess45I5Eefjnte2B2nHP_w,1,0.9898029565811157
4671,upD25Rrwzv7Q5LRRLf888A,1,0.9897626042366028
2208,CdOb17NMdQpagyHSxv5mHA,1,0.9897403717041016
4950,kOsZcKkDte0pQ38Ek8mNAQ,1,0.98969966173172
5807,EWMwV5V9BxNs_U6nNVMeqw,1,0.9895546436309814
1946,TuCAYZ89lP_s6D7Y78xNhQ,1,0.9895435571670532
2082,qXQ3ZBdwI3GlbR5-eYWqNA,1,0.9895374774932861
3201,3Q7vtF_cdHGyp2JOlKcu-Q,1,0.9894798398017883
160,wK2RM163ByHaGixGn_UzuA,1,0.9894463419914246
2508,aCwCa7QMycZInFChAGU9pQ,1,0.9894365072250366
4508,Lcc6S4aMonFd69paDzMxcg,1,0.9894243478775024
200,M6fjHpkL9IRI-nI0BattRw,1,0.9893430471420288
5905,ZzDSDTQ2v-Q9WcEPjjYLhg,1,0.9893202781677246
5005,83sb0wFGPND90SZ5sYEcPA,1,0.9892753958702087
5184,MhkZLdUFaHt5SDcQcqOWQg,1,0.9892730116844177
5215,rO3saNBRU2Pg16RyfEP6-g,1,0.9892171621322632
1241,g6prtQ_wjBy44JsUcxZq3Q,1,0.9890473484992981
804,m9haUi2_1lHR2eAKBhKwDg,1,0.9890163540840149
4685,5Igwt99qrbgFQTR7jFC6WA,1,0.9890093207359314
5187,oHwkJgs5Fi0HuUISgtz_Gw,1,0.989008367061615
5746,0dORc6ckZw5HezR3BuSsqw,1,0.9889321327209473
10818,5ZH0Gc2i1Sr9Uq-dwWRlzw,1,0.9888920187950134
894,mMJVKgRNlsr0YrkUBGqfQw,1,0.9888805150985718
2505,9wWLF9R90BCWr6lCnj5WzQ,1,0.9888328313827515
2715,9VZ_imQjvgtpt3k6W6AQ_A,1,0.9887352585792542
5773,JokKtdXU7zXHcr20Lrk29A,1,0.9887164831161499
74,_oQN89kF_d97-cWW0iO8_g,1,0.9886849522590637
822,ZlmZKy8IYfExSP33WJflwQ,1,0.9886492490768433
2431,U4sjlIG1Ds_4p1OP1Yp9EQ,1,0.9885502457618713
4727,EHIZFzQQ_mjzwyjcaToPtQ,1,0.98848557472229
1893,ski9Qksey7E08R5vHv2bzw,1,0.98846834897995
3567,YvfkUv7Kbq_NoaAQLGXQhA,1,0.9884668588638306
5439,BblCFCBYOJxU-tbvMDXuTQ,1,0.9884527325630188
3535,l1kqHWtICTNk8TdCNisf5A,1,0.9884209632873535
5873,-23t2qOQWj8Kqp-Ijm1BQA,1,0.9884172081947327
2592,PWG28q4JFOc8FiRBjnfCkA,1,0.988415002822876
4319,NN2qs5B713vM6BDcMyrg4A,1,0.988353967666626
3020,OjI5vCMO-5ID2PjFCzrJhA,1,0.9883068203926086
3865,bZkRR9-BnwE-sb1ql7WPJg,1,0.9882827401161194
1746,EumAgFD4U9FGRJPW2g1FLg,1,0.9882530570030212
3632,_vXXcs_ej_u3sS-YY1CKMg,1,0.9882263541221619
5660,Vz8e3TO2lsAAETCt3w94eA,1,0.988177478313446
1454,QRkwEMoYWuT_uTqBfT1kbw,1,0.9881702661514282
1706,OlpyplEJ_c_hFxyand_Wxw,1,0.9881594181060791
779,rE0-KhjcOQOWIaiybjsDZw,1,0.9881442785263062
3558,L9UYbtAUOcfTgZFimehlXw,1,0.9880225658416748
5037,G9LwkTSdKOyOGqd5BbuIkA,1,0.988021969795227
1289,rE0-KhjcOQOWIaiybjsDZw,1,0.9880049824714661
4227,Oxgiv8PVn4RXth_bHSbB7A,1,0.9880024194717407
736,HHYSvEjbhYAFghUsC66QEw,1,0.9878765344619751
2542,shCdCHRbnY5FTMJbWl-myQ,1,0.9878751635551453
5172,NuFs1Sh5wUa7ZLISMtCMRA,1,0.987855851650238
5409,gEAB85-Zcm8Qs5JQPC_PHg,1,0.987787663936615
4164,xbZo8aMOOobPRzHKqmA88g,1,0.9877628087997437
557,jLxo_UgnGfKHSPK7gGa5LA,1,0.9876056909561157
4338,UUssRgBCO_riWg3chbv9Zg,1,0.987597644329071
4272,GjpTeeyyks5sxIZyAW_nLQ,1,0.9875970482826233
545,jj-kJwdz2WtslaRqsU5r4Q,1,0.9875699877738953
4608,vIDQO_9Ytf10vEndDOih8Q,1,0.9875538349151611
2470,lKQ5hnkSQ-XP80jNCH46nQ,1,0.9875390529632568
1045,j70ROF6rKpipGUiaYzrnRA,1,0.9874759316444397
4859,C9pIR3vVgtO_Uo6Daq3Tzw,1,0.9874295592308044
263,S25ttNUduO3JwFjTL5cUxg,1,0.9874167442321777
1336,notMxQXE3BaBAgiD-o1jgg,1,0.9874041080474854
3400,9yKzy9PApeiPPOUJEtnvkg,1,0.9874025583267212
3439,4al-jj2H4VAbTx08jKGPVw,1,0.9873390197753906
3249,vfYhlb4u7OJ-OHpJRIx0Mg,1,0.9873129725456238
1925,V-iqSBsiPoJnhsm-1p95qw,1,0.9873121976852417
159,a7lkm_8HM9izrfJWhAK8iA,1,0.9873090386390686
2410,dcd3C1gWv-vVdQ9XYV8Ubw,1,0.9873088002204895
5051,GIGI8bJfN6HyPzmEW-QqjA,1,0.9871562719345093
4075,bgTB6MgdVQssXhkNJ7qIfw,1,0.9871538281440735
4306,u-nMW__EKMYH_PVqacYc3Q,1,0.9870440363883972
1221,X7844DdJO4y2oVbcpxD-NA,1,0.9870268702507019
2878,ufTc2nAIvTRQDWLRZL4wfw,1,0.9869895577430725
5840,n-XTO7I2o2h06o-vyjtYfg,1,0.9869660139083862
2669,vvMR0jgDoBA-g1XgZy8sEg,1,0.9869539141654968
3543,6imLt53br7SJ3av07jjH7w,1,0.9869421720504761
5831,R4KXbwaRPMHmPYg_1jkd0Q,1,0.986914336681366
3171,zp713qNhx8d9KCJJnrw1xA,1,0.9868947267532349
4906,1MQmujTuU-3qPdoogdA8CQ,1,0.986868143081665
2075,fbmeIj0J3rQ6U3_Kq_DHZA,1,0.9868631362915039
267,gx2F0-cj5AURNXS6fN8QLQ,1,0.986844003200531
3839,WCGU5Xn01lfNJG_LvEltzw,1,0.9868015050888062
5485,0ANCSsUU-kJijIe335ITpw,1,0.9867690801620483
966,5kRug3bEienrpovtPRVVwg,1,0.9867026209831238
5927,I4bSn5gXsHuSPu7L-d_8nQ,1,0.9866270422935486
216,4gxZ5tPEqm0QnRkILa9cNQ,1,0.9864610433578491
5194,Fu3If539WjyhEL3rtZ7LgA,1,0.9864440560340881
4604,8o-NLKy_XfbJtqljX9XLCA,1,0.9864420890808105
3787,uZPVyXLyC26VaJRAZwYmrQ,1,0.9864420890808105
5227,Zy2vca7i9QFGRKa4m0C__A,1,0.9863840937614441
573,NCr5X2qpStcLpwBkZo-5AA,1,0.9863662719726562
3659,pvMeUi5Lw2O5vIXg9_EvDg,1,0.9863566160202026
996,d0t_mDIQqtPatJx_4mlSvg,1,0.9863183498382568
9817,oqQvCiG9FDbIdr6M4yen5A,1,0.986281156539917
989,LdQKV9UzI4u1ga1npcIp2w,1,0.9862481951713562
4660,V1nEpIRmEa1768oj_tuxeQ,1,0.9862204790115356
4618,0YEYPidJcDh-Hgjwaisi5Q,1,0.9862099289894104
3488,BD74uSwDe175zEqfppDRvg,1,0.9861970543861389
4057,4r9-iKOagzn5oUvPE9Bz4Q,1,0.9861683249473572
833,4T-oySmxM_-ojR_nTqF7pA,1,0.9861401319503784
1429,FtTOqfWaoSLUc8pI2p9BeA,1,0.986101508140564
1997,uOwuJJhGaiAzuaDY7-o14g,1,0.986013650894165
7950,XU5Fb3TosXDUJcNRWQM5cA,1,0.9859538674354553
316,8SvCSiGwtaGL2Z78tRSSlQ,1,0.9859440326690674
3968,MPmKNNq5cc_J5WbBdnkSJg,1,0.9859350919723511
5298,66XZYUBswb9K12I1FVVi7Q,1,0.9859210848808289
743,83RLRT-MsvXQJrmIanqVYA,1,0.9858638644218445
10281,bZivzFTkkjNtUBSuMhoCtg,1,0.9858375191688538
3634,nBrD6TxddhHx4FhMk32JvQ,1,0.9857894778251648
3328,yqTromUJgF6Ll7VVo4iF0A,1,0.9857767224311829
742,VRxelK__tuQD0KBxx2LzeQ,1,0.9857479929924011
5001,lRew0HDz5BO-4fwWsMJyMg,1,0.9856382012367249
3148,m2M7X5ItFvhOC7a6B7JcDg,1,0.9856254458427429
2084,OfczufZgEmnwJyL2YTE5Dw,1,0.9856130480766296
999,QhZgTuDoGMXyLu2WzrPoyw,1,0.9856107234954834
4765,3Wxp8wNfUuYUohTpNMLotQ,1,0.985573947429657
5168,jgnFYdRo4Fx099ZSz1SXRQ,1,0.9855064153671265
5219,0lEp4vISRmOXa8Xz2pWhbw,1,0.9855028390884399
5111,ugaG0tkaJZwq0t5MEkyZxQ,1,0.9854949712753296
825,aXthTj06rRhELf3yhh-LLg,1,0.9854382276535034
1238,nUUYvBafHYH-O4Pht6lgsw,1,0.9854308366775513
748,ObYf1kZVWfL8NocxUwGJKg,1,0.9854145050048828
5667,oly8HWl0MtuioFWKPINIFg,1,0.9854098558425903
1408,lXEJZjvwgSM3i6-HWpPwDA,1,0.9853907823562622
3012,2a4wMeWkUcS2Qlx47_iQ-Q,1,0.9853674173355103
5641,74qDPs2dR6gSzDp6N1U-Og,1,0.9853417873382568
212,UJBSI5HydQgUhlTkC8ODDw,1,0.9852985143661499
1854,uyQ0mDz0OKEgUkBKWIl3og,1,0.9852504134178162
2396,AW1uq13zFslTBoD6vL99Bw,1,0.9852200746536255
4543,AoQ53rJ0ZWvVgJYRXGduKQ,1,0.9852145314216614
3568,CV4DDFG6tII-ehzaWPXK4g,1,0.9851642847061157
5781,5D5DLnLMYiIt2ztgp6rTqA,1,0.9851536750793457
1786,VVeogjZya58oiTxK7qUjAQ,1,0.9851166605949402
1677,E6DnUFy3GoN4DxTqturtug,1,0.9851102828979492
9912,oyzxIqrtzu-8sWlPhJVsLw,1,0.9850227236747742
2721,QUTN-GuIJZWIx2ZiuDhpNA,1,0.9849987626075745
4328,Ndk3mmxFthvuGO7LFKeUmQ,1,0.9849709868431091
5158,g4tY0hSv_dzJQPUbdLOyPg,1,0.9848549962043762
133,yo33c2hiadxgZoYVQOpMPg,1,0.9848522543907166
2584,sbjb1qNUcqQomJvcgPuJCg,1,0.9848393797874451
2037,5niUestkeI0tBcBAv4SyKw,1,0.9848129153251648
3193,ZcaR7xOJgzItSOJBGH-A_A,1,0.9847486615180969
2191,jCUOqEK8Lln0PK3GeUl6IQ,1,0.9846828579902649
939,MJ6_uOT55dq5ALphFqMVkw,1,0.9846792817115784
3404,2to5b5taseO9zZ9tnQqhlw,1,0.9846343398094177
1769,6jYMnxL2VFx6RBcNQ34F-w,1,0.9846211671829224
4548,oOehX_l0odQc-tu81VUkIg,1,0.9845945835113525
5702,OdD1GuGNQ64ssJmMJ_D9RQ,1,0.9845876693725586
3049,shCdCHRbnY5FTMJbWl-myQ,1,0.9845751523971558
264,uUj-mziX-qv0e1k0jkpI7g,1,0.9844925403594971
5534,MzaFD7Av2F1btsSzacdROw,1,0.9844867587089539
4431,-9iYGbkqom5fpj4iiLjsrA,1,0.9844706058502197
1127,Jd6cHRP4JXdK2MP1NUWL_w,1,0.9844685196876526
5503,chudEeZo1SNr-0Mo9L2OgQ,1,0.9844588041305542
597,zHrdyHYm5GtJ79sAoUyB0Q,1,0.9844501614570618
2452,dGar8pDtGR5_6IIRqMfcIQ,1,0.9844444990158081
3794,podj1OWSL3oEJsOpGj8SUw,1,0.9844421744346619
897,NOuSa7Yy4yHYKDD0rNod9Q,1,0.9843908548355103
5351,xl1mNGpaoLdiVWj_D6-L_A,1,0.984356701374054
5496,57YV3wsiNBp-aK25qjUeww,1,0.9842776656150818
1012,o1W6gwCqnJqvdCenLWz5GA,1,0.9842393398284912
5273,7eUFOcfxuXDdrHGVSp3_9A,1,0.9841592311859131
2688,4kSntr5xn8tAnodmTKevbg,1,0.9841548204421997
3683,a9z3kEta3fNnmCMXs_9R-g,1,0.9841338992118835
2568,XU5Fb3TosXDUJcNRWQM5cA,1,0.9841325283050537
5721,v7OwbHgNgy_VQ9eP5FjvUA,1,0.9840651154518127
4690,LfqLGgiOzVd21muP99BKUQ,1,0.9840525388717651
1481,JhupPnWfNlMJivnWB5druA,1,0.9840397238731384
1964,5NcgSVx0fJFYManZSJyRQA,1,0.9840319752693176
3221,sF8rL9XOz4v48YdTucaBGQ,1,0.9839926362037659
5573,s1dex3Z3QoqiK7V-zXUgAw,1,0.983986496925354
2486,gCVWxtYREVgirUvlUfGPzw,1,0.9839757680892944
1824,uL1faPt6dsuOxUUE0yXZeA,1,0.9839473962783813
4065,rPwuIBv_mz1O_yI5R-VJ7Q,1,0.9839336276054382
4133,e9QRvkzssPNRmBLlDem9ZQ,1,0.9839330911636353
2321,KYbkCDAxScIuknxsp67oUw,1,0.9838129281997681
104,VbXy3tH5RAu7HjT7VeMMgA,1,0.9837818145751953
2967,oB3LAXzg-GgnPbBRUsvxxw,1,0.9837543368339539
2822,WPmamMTGAmNYXGoXW1mWyQ,1,0.9837009310722351
3352,Eq-w1GBZLdEbrtNDwVncYA,1,0.9836471676826477
2764,mLH4DEWVcYVFHwsVNyb-uw,1,0.9836355447769165
3205,JuBygU4XDjqSeW9okyvbsQ,1,0.9836159348487854
4767,_20WCD89imWx15jlxv7kGg,1,0.9836033582687378
1189,rDvz5jX65gpfONFu7er9Tw,1,0.983590304851532
1435,muCl5p-9ut1sY0aKeUeRhw,1,0.9835584759712219
931,IV7joPgmc6yg0WDNKh0SVg,1,0.9835532903671265
1641,Zx8_4zKdDBSO3qGrkukBIA,1,0.9835460186004639
337,ttLtsY1S2Angj6hvEdzwDQ,1,0.9834677577018738
2375,jqZKv-7F54guDLalXEjHxg,1,0.9834085702896118
3490,jJhNOhuGpIsJX5SEUFFWYQ,1,0.9833233952522278
4370,KS2w8ychyieJbUqRa6kCHw,1,0.9832780957221985
3240,m9haUi2_1lHR2eAKBhKwDg,1,0.9832678437232971
4726,uKSX1n1RoAzGq4bV8GPHVg,1,0.9831525087356567
5538,P3lZmVWkgX3kDhCz2mmzYg,1,0.9831288456916809
1480,TuuENwzxOFdDLY_oKCbFZw,1,0.983125627040863
4801,sF8rL9XOz4v48YdTucaBGQ,1,0.9831095337867737
1988,wN_wAXWg8W94v04eqijy6g,1,0.9830752611160278
1000,1f0g466Geu4nDdJhYQ_Vhg,1,0.983043372631073
605,k8JnZBspVOI8kLcQek-Chw,1,0.982955276966095
3996,4meJyPOhuAKzywUJTmu2hw,1,0.9829494953155518
2631,v3MGJBF1Mc61KwgqiIY-uA,1,0.982883632183075
11777,6P2DqisDHtmD4Lvs2sMP-A,1,0.9828733801841736
1598,TnkxapUN4nWMz_z5h3qMYg,1,0.9828264117240906
1070,rZbHg4ACfN3iShdsT47WKQ,1,0.9827690720558167
4886,jiWAo2z_seY5pQwhzrJiYA,1,0.9827600717544556
324,JokKtdXU7zXHcr20Lrk29A,1,0.9827237129211426
3233,6TuM3UyFP9O9uzTP0dVZMw,1,0.9826661348342896
2222,jJhNOhuGpIsJX5SEUFFWYQ,1,0.9826378226280212
